MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
999000028,2018-04-22T18:16:46,28.75394,-89.22318,4.7,151.9,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T18:48:16,28.78316,-89.24305,0.3,29.8,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T18:47:05,28.78310,-89.24312,0.0,16.9,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:30:45,28.78316,-89.24289,0.2,144.4,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:29:36,28.78316,-89.24287,0.1,337.7,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:37:06,28.78315,-89.24285,0.1,26.9,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:39:06,28.78318,-89.24286,0.4,351.8,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:33:36,28.78312,-89.24284,0.2,147.6,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:22:44,28.78301,-89.24294,0.3,15.4,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:23:55,28.78308,-89.24290,0.1,25.5,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:25:04,28.78311,-89.24289,0.1,349.6,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:27:25,28.78313,-89.24286,0.0,97.1,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:28:35,28.78316,-89.24286,0.1,155.8,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:43:25,28.78009,-89.24304,3.6,171.0,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:44:56,28.77858,-89.24294,3.6,194.9,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:50:35,28.77617,-89.24273,3.4,190.9,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:48:25,28.77684,-89.24289,1.0,107.2,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:53:55,28.77219,-89.24408,4.9,197.5,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:59:26,28.76507,-89.24637,4.8,197.0,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:57:26,28.76763,-89.24558,4.9,199.3,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T23:58:55,28.75511,-89.23362,3.3,1.0,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T23:04:54,28.78347,-89.24294,0.5,185.7,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T23:06:16,28.78346,-89.24294,0.1,137.4,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T23:01:16,28.78346,-89.24293,0.2,176.0,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T23:03:44,28.78347,-89.24295,0.3,342.6,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T23:02:36,28.78345,-89.24296,0.4,8.5,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T23:14:15,28.78343,-89.24296,0.8,174.2,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T23:13:06,28.78346,-89.24294,0.1,200.2,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T23:11:16,28.78347,-89.24294,0.6,347.3,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T23:07:54,28.78346,-89.24296,0.4,185.9,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T23:09:16,28.78346,-89.24293,0.2,349.1,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:58:36,28.78341,-89.24296,0.2,7.0,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:59:44,28.78346,-89.24296,0.4,174.9,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:54:55,28.78342,-89.24294,0.1,57.6,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T23:00:06,28.78348,-89.24294,0.1,40.3,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:53:46,28.78339,-89.24293,0.9,346.6,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:56:06,28.78344,-89.24292,0.1,51.4,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:57:15,28.78338,-89.24294,0.4,205.0,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:48:26,28.78327,-89.24290,1.2,157.9,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:45:56,28.78314,-89.24326,3.3,335.2,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:51:06,28.78329,-89.24292,0.4,152.5,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:52:16,28.78332,-89.24293,0.3,350.1,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:49:55,28.78329,-89.24292,0.6,339.4,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T23:18:06,28.78345,-89.24295,0.2,256.5,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T23:15:24,28.78346,-89.24294,0.1,340.8,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T23:16:45,28.78343,-89.24296,0.2,183.2,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T18:58:25,28.78341,-89.24290,0.1,29.2,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T18:55:16,28.78340,-89.24291,0.0,161.4,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T18:50:55,28.78331,-89.24299,0.1,15.7,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T18:49:35,28.78326,-89.24301,0.3,16.7,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:01:36,28.78340,-89.24289,0.0,60.8,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:00:25,28.78340,-89.24289,0.1,346.8,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T18:59:36,28.78339,-89.24287,0.2,148.6,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:03:54,28.78321,-89.24322,1.6,223.7,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:02:44,28.78340,-89.24289,0.0,184.7,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:07:45,28.78110,-89.24400,3.1,37.1,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:08:56,28.78232,-89.24344,4.1,18.1,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:05:15,28.78251,-89.24390,3.1,204.8,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:06:25,28.78152,-89.24417,3.2,182.1,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:11:56,28.78286,-89.24293,0.1,124.6,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:10:16,28.78286,-89.24308,0.9,73.1,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:13:05,28.78288,-89.24292,0.0,73.3,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:15:25,28.78290,-89.24293,0.1,178.1,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:14:06,28.78291,-89.24294,0.0,324.7,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:17:45,28.78289,-89.24295,0.0,254.8,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:16:35,28.78290,-89.24295,0.1,152.0,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:21:35,28.78297,-89.24296,0.2,330.3,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T19:18:55,28.78288,-89.24294,0.1,198.6,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T18:11:15,28.75932,-89.22559,3.8,157.5,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T18:10:05,28.76043,-89.22611,4.0,148.9,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T18:12:25,28.75820,-89.22509,3.6,168.3,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T18:07:25,28.76295,-89.22733,3.8,155.9,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T18:08:55,28.76153,-89.22663,3.7,153.7,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T18:01:15,28.76873,-89.22988,3.8,151.2,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T18:00:05,28.76981,-89.23036,3.5,166.1,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T18:02:26,28.76762,-89.22942,3.4,159.9,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T18:04:56,28.76534,-89.22841,3.6,157.1,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T18:06:05,28.76423,-89.22791,3.8,152.8,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T18:03:36,28.76656,-89.22897,3.5,163.3,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T18:14:25,28.75628,-89.22423,3.7,161.9,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:02:36,28.80037,-89.20961,3.1,154.7,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:03:45,28.79950,-89.20950,3.0,178.0,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:44:05,28.80144,-89.22916,4.1,16.4,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:42:56,28.80025,-89.22961,3.9,12.6,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:41:45,28.79900,-89.23002,4.0,11.8,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:39:45,28.79687,-89.23064,4.0,9.9,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:30:26,28.78698,-89.23372,4.0,8.6,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:31:56,28.78859,-89.23323,3.9,3.6,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:33:56,28.79068,-89.23255,3.9,11.8,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:37:15,28.79420,-89.23146,4.0,10.0,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:35:15,28.79208,-89.23211,3.9,16.0,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:00:15,28.80218,-89.21171,4.2,135.3,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:01:25,28.80133,-89.21053,4.4,128.9,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:59:15,28.80295,-89.21272,4.1,128.1,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:56:56,28.80481,-89.21472,3.4,128.2,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:58:05,28.80393,-89.21373,3.9,135.5,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:53:45,28.80573,-89.21856,4.4,87.0,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:51:56,28.80598,-89.22105,4.2,99.4,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:55:26,28.80560,-89.21627,4.2,108.3,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:45:15,28.80251,-89.22853,3.6,48.0,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:50:16,28.80561,-89.22314,4.2,57.8,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:19:16,28.77532,-89.23762,4.0,17.2,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:20:56,28.77709,-89.23699,3.8,15.1,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:25:26,28.78176,-89.23541,3.8,17.4,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:26:45,28.78313,-89.23496,3.8,8.8,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:22:14,28.77841,-89.23654,3.9,13.7,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:16:55,28.77286,-89.23844,3.9,6.6,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:15:45,28.77164,-89.23892,4.2,31.1,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:14:35,28.77048,-89.23969,4.0,38.4,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:11:16,28.76729,-89.24191,4.1,25.5,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:13:16,28.76923,-89.24058,4.2,31.0,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:08:46,28.76485,-89.24357,4.0,19.5,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:10:04,28.76612,-89.24270,4.1,29.4,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:07:26,28.76354,-89.24438,4.1,37.5,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:03:35,28.76047,-89.24640,3.7,70.4,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:04:46,28.76117,-89.24575,2.8,27.6,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:06:16,28.76246,-89.24508,3.7,31.5,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:01:16,28.76269,-89.24711,4.9,195.8,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:02:26,28.76116,-89.24753,5.0,180.7,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:00:06,28.76421,-89.24663,4.9,195.7,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T20:28:15,28.78469,-89.23446,3.8,15.6,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:05:06,28.79840,-89.20968,3.2,193.8,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:06:15,28.79729,-89.20968,3.4,178.2,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:08:15,28.79533,-89.20953,3.4,182.3,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:09:16,28.79459,-89.20969,2.1,214.3,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:10:36,28.79402,-89.21045,2.5,246.9,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:13:26,28.79239,-89.21227,3.0,212.2,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:12:16,28.79317,-89.21161,3.0,227.3,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:17:06,28.78988,-89.21449,2.8,221.0,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:14:35,28.79156,-89.21295,3.1,218.8,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:27:46,28.78316,-89.22043,3.3,214.5,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:28:55,28.78239,-89.22113,3.3,216.0,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:30:06,28.78153,-89.22188,3.2,224.6,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:31:15,28.78077,-89.22264,3.1,228.8,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:19:06,28.78854,-89.21564,2.9,221.4,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:21:06,28.78732,-89.21672,2.1,222.5,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:23:46,28.78578,-89.21816,2.8,216.4,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:25:46,28.78452,-89.21935,2.9,229.3,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:35:46,28.77777,-89.22554,2.9,210.9,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:34:36,28.77848,-89.22482,3.3,220.8,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:37:16,28.77682,-89.22645,3.1,214.7,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:11:35,28.75578,-89.24505,2.8,184.2,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:09:25,28.75774,-89.24498,3.1,195.6,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:02:56,28.76171,-89.24132,2.9,224.7,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:04:06,28.76108,-89.24198,2.9,232.1,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:05:15,28.76036,-89.24268,3.3,214.6,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:07:56,28.75875,-89.24429,3.2,218.7,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:06:25,28.75968,-89.24344,2.6,223.4,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:58:14,28.76452,-89.23858,3.0,214.0,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:56:14,28.76573,-89.23742,2.7,220.1,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:00:24,28.76322,-89.23986,2.8,232.3,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T22:01:46,28.76243,-89.24065,2.8,222.1,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:59:24,28.76380,-89.23929,2.7,232.5,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:47:55,28.77046,-89.23280,3.1,238.6,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
999000028,2018-04-22T21:52:05,28.76814,-89.23506,2.4,218.6,511.0,SYN-VESSEL-28,IMO9990028,SYN028,90,0,58,12,4.7,79,A
